dim;size;gen#;spawn(ms);sumSelect(ms);sumCross(ms);sumMutate(ms);sumEval(ms)
5;10;15;0.625312;3.35104;1.04838;0.689216;5.66378
5;10;164;0.0376;38.1131;11.7158;7.63494;50.7852
5;10;36;0.037312;8.34;2.54803;1.62794;11.8016
5;10;58;0.037536;13.2494;4.17507;2.76662;18.4594
5;10;131;0.037248;30.6832;9.56666;6.18793;41.0496
5;10;71;0.042912;16.5334;5.12739;3.23498;22.3083
5;10;38;0.066016;8.85619;2.66224;1.74205;11.9635
5;10;163;0.042272;37.7644;11.8849;7.48877;51.1512
5;10;110;0.04352;26.0554;8.02467;5.27674;34.7195
5;10;49;0.039168;11.5044;3.53894;2.2911;15.2754
5;10;109;0.043744;25.2359;7.80445;5.21158;34.0265
5;10;82;0.038272;18.9527;5.91971;3.83667;25.9572
5;10;111;0.055296;25.8785;8.07123;5.13219;34.9781
5;10;54;0.0424;12.5285;3.97747;2.5191;17.0283
5;10;140;0.043168;33.0922;10.2366;6.58451;43.9168
5;10;32;0.040896;7.33741;2.25606;1.44109;9.89792
5;10;106;0.04272;25.2908;7.75587;4.99254;33.6241
5;10;89;0.044064;21.1588;6.41872;4.20534;27.7423
5;10;119;0.043264;28.1925;8.81161;5.5687;37.2387
5;10;16;0.038432;3.60243;1.13008;0.718784;4.98525
5;10;75;0.03776;17.5792;5.3793;3.45635;23.5967
5;10;36;0.037184;8.43386;2.64454;1.70125;11.5377
5;10;82;0.068096;19.3461;5.96115;3.83146;25.5165
5;10;52;0.109312;12.0991;3.70166;2.39098;16.2332
5;10;80;0.038336;18.7859;5.86106;3.82842;24.9205
5;10;155;0.049088;36.5166;11.309;7.26752;48.7456
5;10;171;0.040608;40.4281;12.4973;8.0833;54.0984
5;10;19;0.089216;4.43856;1.32618;0.848;6.09626
5;10;127;0.05888;30.1316;9.35143;6.05815;39.9192
5;10;72;0.057056;17.179;5.29622;3.37469;22.6618
5;10;41;0.073632;9.436;2.9697;1.87606;13.2318
5;10;15;0.082048;3.28602;1.0025;0.685728;4.84918
5;10;7;0.069664;1.43773;0.48736;0.310528;2.5872
5;10;5;0.039424;0.931424;0.295712;0.191456;1.55427
5;10;108;0.042944;25.7575;7.89318;5.13642;34.3184
5;10;103;0.043168;24.3085;7.47574;4.86173;31.6681
5;10;44;0.071936;10.2247;3.15382;2.05965;13.9282
5;10;47;0.04672;11.3257;3.40371;2.29331;14.6697
5;10;103;0.041408;25.0261;7.71798;5.04896;32.9789
5;10;7;0.04;1.40701;0.464384;0.359776;2.32026
5;10;7;0.055168;1.41277;0.440224;0.296352;2.15901
5;10;92;0.058272;21.6022;6.58877;4.28742;28.5383
5;10;25;0.07504;5.76688;1.7729;1.12614;7.94099
5;10;37;0.070656;8.56339;2.82448;1.70688;11.7705
5;10;23;0.111296;5.37722;1.64835;1.01504;7.24995
5;10;99;0.049184;23.6028;7.17447;4.63328;31.007
5;10;242;0.070272;57.6361;17.6596;11.4369;76.3201
5;10;203;0.055488;48.8607;15.1977;9.92282;64.5391
5;10;38;0.068288;8.7552;2.93232;2.00208;12.712
5;10;99;0.083424;23.5592;7.26105;4.7209;31.2093
